Year,Quarter,Month,Product,Region,Sales_Amount
2023,Q2,Month-11,Tablet,USA,14507
2023,Q2,Month-11,Tablet,UK,8059
2023,Q2,Month-11,Tablet,Germany,19271
2023,Q2,Month-11,Tablet,France,46539
2023,Q2,Month-11,Tablet,Japan,8491
2023,Q2,Month-11,Headphones,USA,48295
2023,Q2,Month-11,Headphones,UK,15859
2023,Q2,Month-11,Headphones,Germany,9073
2023,Q2,Month-11,Headphones,France,10077
2023,Q2,Month-11,Headphones,Japan,21953
2023,Q2,Month-11,Smartwatch,USA,12383
2023,Q2,Month-11,Smartwatch,UK,3353
2023,Q2,Month-11,Smartwatch,Germany,24821
2023,Q2,Month-11,Smartwatch,France,38567
2023,Q2,Month-11,Smartwatch,Japan,25860
2023,Q2,Month-12,Laptop,USA,22195
2023,Q2,Month-12,Laptop,UK,12939
2023,Q2,Month-12,Laptop,Germany,26338
2023,Q2,Month-12,Laptop,France,22730
2023,Q2,Month-12,Laptop,Japan,22427
2023,Q2,Month-12,Smartphone,USA,36196
2023,Q2,Month-12,Smartphone,UK,28083
2023,Q2,Month-12,Smartphone,Germany,22510
2023,Q2,Month-12,Smartphone,France,45064
2023,Q2,Month-12,Smartphone,Japan,8813
2023,Q2,Month-12,Tablet,USA,32598
2023,Q2,Month-12,Tablet,UK,48182
2023,Q2,Month-12,Tablet,Germany,28570
2023,Q2,Month-12,Tablet,France,28082
2023,Q2,Month-12,Tablet,Japan,30241
2023,Q2,Month-12,Headphones,USA,31678
2023,Q2,Month-12,Headphones,UK,45569
2023,Q2,Month-12,Headphones,Germany,12745
2023,Q2,Month-12,Headphones,France,27029
2023,Q2,Month-12,Headphones,Japan,14025
2023,Q2,Month-12,Smartwatch,USA,37124
2023,Q2,Month-12,Smartwatch,UK,15288
2023,Q2,Month-12,Smartwatch,Germany,24650
2023,Q2,Month-12,Smartwatch,France,7540
2023,Q2,Month-12,Smartwatch,Japan,33232
2023,Q3,Month-1,Laptop,USA,17422
2023,Q3,Month-1,Laptop,UK,4342
2023,Q3,Month-1,Laptop,Germany,42846
2023,Q3,Month-1,Laptop,France,36612
2023,Q3,Month-1,Laptop,Japan,11396
2023,Q3,Month-1,Smartphone,USA,18482
2023,Q3,Month-1,Smartphone,UK,24411
2023,Q3,Month-1,Smartphone,Germany,47766
2023,Q3,Month-1,Smartphone,France,14261
2023,Q3,Month-1,Smartphone,Japan,4093
2023,Q3,Month-1,Tablet,USA,12722
2023,Q3,Month-1,Tablet,UK,23042
2023,Q3,Month-1,Tablet,Germany,45413
2023,Q3,Month-1,Tablet,France,48851
2023,Q3,Month-1,Tablet,Japan,29087
2023,Q3,Month-1,Headphones,USA,33347
2023,Q3,Month-1,Headphones,UK,34756
2023,Q3,Month-1,Headphones,Germany,40214
2023,Q3,Month-1,Headphones,France,17335
2023,Q3,Month-1,Headphones,Japan,29602
2023,Q3,Month-1,Smartwatch,USA,49901
2023,Q3,Month-1,Smartwatch,UK,35450
2023,Q3,Month-1,Smartwatch,Germany,33196
2023,Q3,Month-1,Smartwatch,France,6626
2023,Q3,Month-1,Smartwatch,Japan,8424
2023,Q3,Month-2,Laptop,USA,13857
2023,Q3,Month-2,Laptop,UK,45923
2023,Q3,Month-2,Laptop,Germany,20982
2023,Q3,Month-2,Laptop,France,12425
2023,Q3,Month-2,Laptop,Japan,2980
2023,Q3,Month-2,Smartphone,USA,49290
2023,Q3,Month-2,Smartphone,UK,27431
2023,Q3,Month-2,Smartphone,Germany,20440
2023,Q3,Month-2,Smartphone,France,42752
2023,Q3,Month-2,Smartphone,Japan,18175
2023,Q3,Month-2,Tablet,USA,49651
2023,Q3,Month-2,Tablet,UK,27385
2023,Q3,Month-2,Tablet,Germany,39158
2023,Q3,Month-2,Tablet,France,24019
2023,Q3,Month-2,Tablet,Japan,19639
2023,Q3,Month-2,Headphones,USA,20994
2023,Q3,Month-2,Headphones,UK,35375
2023,Q3,Month-2,Headphones,Germany,22563
2023,Q3,Month-2,Headphones,France,40341
2023,Q3,Month-2,Headphones,Japan,6776
2023,Q3,Month-2,Smartwatch,USA,37444
2023,Q3,Month-2,Smartwatch,UK,4380
2023,Q3,Month-2,Smartwatch,Germany,9711
2023,Q3,Month-2,Smartwatch,France,9782
2023,Q3,Month-2,Smartwatch,Japan,18434
2023,Q3,Month-3,Laptop,USA,47765
2023,Q3,Month-3,Laptop,UK,21017
2023,Q3,Month-3,Laptop,Germany,31707
2023,Q3,Month-3,Laptop,France,40110
2023,Q3,Month-3,Laptop,Japan,18343
2023,Q3,Month-3,Smartphone,USA,39827
2023,Q3,Month-3,Smartphone,UK,42652
2023,Q3,Month-3,Smartphone,Germany,6655
2023,Q3,Month-3,Smartphone,France,45859
2023,Q3,Month-3,Smartphone,Japan,16251
2023,Q3,Month-3,Tablet,USA,1526
2023,Q3,Month-3,Tablet,UK,4224
2023,Q3,Month-3,Tablet,Germany,48837
2023,Q3,Month-3,Tablet,France,12536
2023,Q3,Month-3,Tablet,Japan,29541
2023,Q3,Month-3,Headphones,USA,14547
2023,Q3,Month-3,Headphones,UK,35531
2023,Q3,Month-3,Headphones,Germany,9712
2023,Q3,Month-3,Headphones,France,39565
2023,Q3,Month-3,Headphones,Japan,10208
2023,Q3,Month-3,Smartwatch,USA,6109
2023,Q3,Month-3,Smartwatch,UK,36201
2023,Q3,Month-3,Smartwatch,Germany,17967
2023,Q3,Month-3,Smartwatch,France,30759
2023,Q3,Month-3,Smartwatch,Japan,21172
2023,Q3,Month-4,Laptop,USA,37935
2023,Q3,Month-4,Laptop,UK,27589
2023,Q3,Month-4,Laptop,Germany,31015
2023,Q3,Month-4,Laptop,France,30009
2023,Q3,Month-4,Laptop,Japan,18773
2023,Q3,Month-4,Smartphone,USA,42125
2023,Q3,Month-4,Smartphone,UK,27143
2023,Q3,Month-4,Smartphone,Germany,7154
2023,Q3,Month-4,Smartphone,France,22804
2023,Q3,Month-4,Smartphone,Japan,42688
2023,Q3,Month-4,Tablet,USA,21581
2023,Q3,Month-4,Tablet,UK,31087
2023,Q3,Month-4,Tablet,Germany,33981
2023,Q3,Month-4,Tablet,France,4762
2023,Q3,Month-4,Tablet,Japan,47167
2023,Q3,Month-4,Headphones,USA,10768
2023,Q3,Month-4,Headphones,UK,44408
2023,Q3,Month-4,Headphones,Germany,40499
2023,Q3,Month-4,Headphones,France,39559
2023,Q3,Month-4,Headphones,Japan,49590
2023,Q3,Month-4,Smartwatch,USA,9783
2023,Q3,Month-4,Smartwatch,UK,47389
2023,Q3,Month-4,Smartwatch,Germany,30781
2023,Q3,Month-4,Smartwatch,France,31811
2023,Q3,Month-4,Smartwatch,Japan,49787
2023,Q3,Month-5,Laptop,USA,36488
2023,Q3,Month-5,Laptop,UK,9905
2023,Q3,Month-5,Laptop,Germany,10127
2023,Q3,Month-5,Laptop,France,23431
2023,Q3,Month-5,Laptop,Japan,7368
2023,Q3,Month-5,Smartphone,USA,28424
2023,Q3,Month-5,Smartphone,UK,47824
2023,Q3,Month-5,Smartphone,Germany,46004
2023,Q3,Month-5,Smartphone,France,19333
2023,Q3,Month-5,Smartphone,Japan,24116
2023,Q3,Month-5,Tablet,USA,48219
2023,Q3,Month-5,Tablet,UK,44201
2023,Q3,Month-5,Tablet,Germany,16525
2023,Q3,Month-5,Tablet,France,24398
2023,Q3,Month-5,Tablet,Japan,33857
2023,Q3,Month-5,Headphones,USA,11361
2023,Q3,Month-5,Headphones,UK,17369
2023,Q3,Month-5,Headphones,Germany,4041
2023,Q3,Month-5,Headphones,France,1105
2023,Q3,Month-5,Headphones,Japan,10078
2023,Q3,Month-5,Smartwatch,USA,26003
2023,Q3,Month-5,Smartwatch,UK,7090
2023,Q3,Month-5,Smartwatch,Germany,39850
2023,Q3,Month-5,Smartwatch,France,2925
2023,Q3,Month-5,Smartwatch,Japan,19440
2023,Q3,Month-6,Laptop,USA,40685
2023,Q3,Month-6,Laptop,UK,27015
2023,Q3,Month-6,Laptop,Germany,34320
2023,Q3,Month-6,Laptop,France,26291
2023,Q3,Month-6,Laptop,Japan,37679
2023,Q3,Month-6,Smartphone,USA,27289
2023,Q3,Month-6,Smartphone,UK,4389
2023,Q3,Month-6,Smartphone,Germany,26683
2023,Q3,Month-6,Smartphone,France,14629
2023,Q3,Month-6,Smartphone,Japan,25826
2023,Q3,Month-6,Tablet,USA,36198
2023,Q3,Month-6,Tablet,UK,27630
2023,Q3,Month-6,Tablet,Germany,34226
2023,Q3,Month-6,Tablet,France,47163
2023,Q3,Month-6,Tablet,Japan,33975
2023,Q3,Month-6,Headphones,USA,1899
2023,Q3,Month-6,Headphones,UK,12653
2023,Q3,Month-6,Headphones,Germany,28961
2023,Q3,Month-6,Headphones,France,17405
2023,Q3,Month-6,Headphones,Japan,9601
2023,Q3,Month-6,Smartwatch,USA,34662
2023,Q3,Month-6,Smartwatch,UK,34282
2023,Q3,Month-6,Smartwatch,Germany,22288
2023,Q3,Month-6,Smartwatch,France,30545
2023,Q3,Month-6,Smartwatch,Japan,37877
2023,Q3,Month-7,Laptop,USA,47026
2023,Q3,Month-7,Laptop,UK,16313
2023,Q3,Month-7,Laptop,Germany,16349
2023,Q3,Month-7,Laptop,France,8179
2023,Q3,Month-7,Laptop,Japan,11326
2023,Q3,Month-7,Smartphone,USA,45555
2023,Q3,Month-7,Smartphone,UK,2560
2023,Q3,Month-7,Smartphone,Germany,14612
2023,Q3,Month-7,Smartphone,France,18650
2023,Q3,Month-7,Smartphone,Japan,27745
2023,Q3,Month-7,Tablet,USA,32890
2023,Q3,Month-7,Tablet,UK,21022
2023,Q3,Month-7,Tablet,Germany,5780
2023,Q3,Month-7,Tablet,France,19311
2023,Q3,Month-7,Tablet,Japan,29380
2023,Q3,Month-7,Headphones,USA,45662
2023,Q3,Month-7,Headphones,UK,3356
2023,Q3,Month-7,Headphones,Germany,5790
2023,Q3,Month-7,Headphones,France,27911
2023,Q3,Month-7,Headphones,Japan,25363
2023,Q3,Month-7,Smartwatch,USA,21049
2023,Q3,Month-7,Smartwatch,UK,11181
2023,Q3,Month-7,Smartwatch,Germany,40825
2023,Q3,Month-7,Smartwatch,France,17082
2023,Q3,Month-7,Smartwatch,Japan,1661
2023,Q3,Month-8,Laptop,USA,38412
2023,Q3,Month-8,Laptop,UK,49479
2023,Q3,Month-8,Laptop,Germany,3920
2023,Q3,Month-8,Laptop,France,26658
2023,Q3,Month-8,Laptop,Japan,49770
2023,Q3,Month-8,Smartphone,USA,15025
2023,Q3,Month-8,Smartphone,UK,9946
2023,Q3,Month-8,Smartphone,Germany,29706
2023,Q3,Month-8,Smartphone,France,46500
2023,Q3,Month-8,Smartphone,Japan,40004
2023,Q3,Month-8,Tablet,USA,17309
2023,Q3,Month-8,Tablet,UK,47286
2023,Q3,Month-8,Tablet,Germany,34120
2023,Q3,Month-8,Tablet,France,31027
2023,Q3,Month-8,Tablet,Japan,8005
2023,Q3,Month-8,Headphones,USA,47804
2023,Q3,Month-8,Headphones,UK,1956
2023,Q3,Month-8,Headphones,Germany,35839
2023,Q3,Month-8,Headphones,France,9595
2023,Q3,Month-8,Headphones,Japan,48908
2023,Q3,Month-8,Smartwatch,USA,13803
2023,Q3,Month-8,Smartwatch,UK,26963
2023,Q3,Month-8,Smartwatch,Germany,37221
2023,Q3,Month-8,Smartwatch,France,40443
2023,Q3,Month-8,Smartwatch,Japan,34723
2023,Q3,Month-9,Laptop,USA,40063
2023,Q3,Month-9,Laptop,UK,49689
2023,Q3,Month-9,Laptop,Germany,16282
2023,Q3,Month-9,Laptop,France,5703
2023,Q3,Month-9,Laptop,Japan,7563
2023,Q3,Month-9,Smartphone,USA,26849
2023,Q3,Month-9,Smartphone,UK,32860
2023,Q3,Month-9,Smartphone,Germany,32585
2023,Q3,Month-9,Smartphone,France,23015
2023,Q3,Month-9,Smartphone,Japan,13003
2023,Q3,Month-9,Tablet,USA,44585
2023,Q3,Month-9,Tablet,UK,27958
2023,Q3,Month-9,Tablet,Germany,27017
2023,Q3,Month-9,Tablet,France,12171
2023,Q3,Month-9,Tablet,Japan,46350
2023,Q3,Month-9,Headphones,USA,13201
2023,Q3,Month-9,Headphones,UK,30426
2023,Q3,Month-9,Headphones,Germany,18778
2023,Q3,Month-9,Headphones,France,46241
2023,Q3,Month-9,Headphones,Japan,43229
2023,Q3,Month-9,Smartwatch,USA,22116
2023,Q3,Month-9,Smartwatch,UK,49364
2023,Q3,Month-9,Smartwatch,Germany,34297
2023,Q3,Month-9,Smartwatch,France,20342
2023,Q3,Month-9,Smartwatch,Japan,28490
2023,Q3,Month-10,Laptop,USA,20975
2023,Q3,Month-10,Laptop,UK,27723
2023,Q3,Month-10,Laptop,Germany,24279
2023,Q3,Month-10,Laptop,France,13765
2023,Q3,Month-10,Laptop,Japan,47678
2023,Q3,Month-10,Smartphone,USA,12561
2023,Q3,Month-10,Smartphone,UK,42899
2023,Q3,Month-10,Smartphone,Germany,1525
2023,Q3,Month-10,Smartphone,France,23861
2023,Q3,Month-10,Smartphone,Japan,34142
2023,Q3,Month-10,Tablet,USA,27916
2023,Q3,Month-10,Tablet,UK,45965
2023,Q3,Month-10,Tablet,Germany,5648
2023,Q3,Month-10,Tablet,France,36133
2023,Q3,Month-10,Tablet,Japan,31523
2023,Q3,Month-10,Headphones,USA,30052
2023,Q3,Month-10,Headphones,UK,35414
2023,Q3,Month-10,Headphones,Germany,33781
2023,Q3,Month-10,Headphones,France,5599
2023,Q3,Month-10,Headphones,Japan,36046
2023,Q3,Month-10,Smartwatch,USA,48064
2023,Q3,Month-10,Smartwatch,UK,36923
2023,Q3,Month-10,Smartwatch,Germany,42089
2023,Q3,Month-10,Smartwatch,France,4814
2023,Q3,Month-10,Smartwatch,Japan,46893
2023,Q3,Month-11,Laptop,USA,36984
2023,Q3,Month-11,Laptop,UK,27616
2023,Q3,Month-11,Laptop,Germany,3113
2023,Q3,Month-11,Laptop,France,44006
2023,Q3,Month-11,Laptop,Japan,14760
2023,Q3,Month-11,Smartphone,USA,22927
2023,Q3,Month-11,Smartphone,UK,21939
2023,Q3,Month-11,Smartphone,Germany,33419
2023,Q3,Month-11,Smartphone,France,13588
2023,Q3,Month-11,Smartphone,Japan,37142
2023,Q3,Month-11,Tablet,USA,40198
2023,Q3,Month-11,Tablet,UK,45738
2023,Q3,Month-11,Tablet,Germany,34397
2023,Q3,Month-11,Tablet,France,17653
2023,Q3,Month-11,Tablet,Japan,11831
2023,Q3,Month-11,Headphones,USA,6724
2023,Q3,Month-11,Headphones,UK,12083
2023,Q3,Month-11,Headphones,Germany,46917
2023,Q3,Month-11,Headphones,France,20816
2023,Q3,Month-11,Headphones,Japan,43240
2023,Q3,Month-11,Smartwatch,USA,7276
2023,Q3,Month-11,Smartwatch,UK,49403
2023,Q3,Month-11,Smartwatch,Germany,39663
2023,Q3,Month-11,Smartwatch,France,14994
2023,Q3,Month-11,Smartwatch,Japan,24499
2023,Q3,Month-12,Laptop,USA,24040
2023,Q3,Month-12,Laptop,UK,44320
2023,Q3,Month-12,Laptop,Germany,17959
2023,Q3,Month-12,Laptop,France,7099
2023,Q3,Month-12,Laptop,Japan,43267
2023,Q3,Month-12,Smartphone,USA,20576
2023,Q3,Month-12,Smartphone,UK,36946
2023,Q3,Month-12,Smartphone,Germany,7116
2023,Q3,Month-12,Smartphone,France,16563
2023,Q3,Month-12,Smartphone,Japan,27788
2023,Q3,Month-12,Tablet,USA,27928
2023,Q3,Month-12,Tablet,UK,37336
2023,Q3,Month-12,Tablet,Germany,10847
2023,Q3,Month-12,Tablet,France,27155
2023,Q3,Month-12,Tablet,Japan,15135
2023,Q3,Month-12,Headphones,USA,18774
2023,Q3,Month-12,Headphones,UK,2742
2023,Q3,Month-12,Headphones,Germany,19309
2023,Q3,Month-12,Headphones,France,1619
2023,Q3,Month-12,Headphones,Japan,18658
2023,Q3,Month-12,Smartwatch,USA,35707
2023,Q3,Month-12,Smartwatch,UK,21337
2023,Q3,Month-12,Smartwatch,Germany,17001
2023,Q3,Month-12,Smartwatch,France,1968
2023,Q3,Month-12,Smartwatch,Japan,48614
2023,Q4,Month-1,Laptop,USA,26892
2023,Q4,Month-1,Laptop,UK,26619
2023,Q4,Month-1,Laptop,Germany,1281
2023,Q4,Month-1,Laptop,France,28420
2023,Q4,Month-1,Laptop,Japan,16360
2023,Q4,Month-1,Smartphone,USA,40030
2023,Q4,Month-1,Smartphone,UK,2058
2023,Q4,Month-1,Smartphone,Germany,21677
2023,Q4,Month-1,Smartphone,France,11724
2023,Q4,Month-1,Smartphone,Japan,29404
2023,Q4,Month-1,Tablet,USA,38946
2023,Q4,Month-1,Tablet,UK,40748
2023,Q4,Month-1,Tablet,Germany,30856
2023,Q4,Month-1,Tablet,France,10200
2023,Q4,Month-1,Tablet,Japan,34997
2023,Q4,Month-1,Headphones,USA,26611
2023,Q4,Month-1,Headphones,UK,42235
2023,Q4,Month-1,Headphones,Germany,36057
2023,Q4,Month-1,Headphones,France,2239
2023,Q4,Month-1,Headphones,Japan,39138
2023,Q4,Month-1,Smartwatch,USA,49938
2023,Q4,Month-1,Smartwatch,UK,1125
2023,Q4,Month-1,Smartwatch,Germany,46272
2023,Q4,Month-1,Smartwatch,France,24857
2023,Q4,Month-1,Smartwatch,Japan,16398
2023,Q4,Month-2,Laptop,USA,7638
2023,Q4,Month-2,Laptop,UK,7570
2023,Q4,Month-2,Laptop,Germany,4249
2023,Q4,Month-2,Laptop,France,10110
2023,Q4,Month-2,Laptop,Japan,41363
2023,Q4,Month-2,Smartphone,USA,14605
2023,Q4,Month-2,Smartphone,UK,13115
2023,Q4,Month-2,Smartphone,Germany,40062
2023,Q4,Month-2,Smartphone,France,23911
2023,Q4,Month-2,Smartphone,Japan,39525
2023,Q4,Month-2,Tablet,USA,33556
2023,Q4,Month-2,Tablet,UK,13595
2023,Q4,Month-2,Tablet,Germany,2969
2023,Q4,Month-2,Tablet,France,44753
2023,Q4,Month-2,Tablet,Japan,18275
2023,Q4,Month-2,Headphones,USA,5470
2023,Q4,Month-2,Headphones,UK,11225
2023,Q4,Month-2,Headphones,Germany,43324
2023,Q4,Month-2,Headphones,France,42974
2023,Q4,Month-2,Headphones,Japan,43759
2023,Q4,Month-2,Smartwatch,USA,24196
2023,Q4,Month-2,Smartwatch,UK,41287
2023,Q4,Month-2,Smartwatch,Germany,14669
2023,Q4,Month-2,Smartwatch,France,38380
2023,Q4,Month-2,Smartwatch,Japan,46141
2023,Q4,Month-3,Laptop,USA,49320
2023,Q4,Month-3,Laptop,UK,48414
2023,Q4,Month-3,Laptop,Germany,39006
2023,Q4,Month-3,Laptop,France,16577
2023,Q4,Month-3,Laptop,Japan,23473
2023,Q4,Month-3,Smartphone,USA,29625
2023,Q4,Month-3,Smartphone,UK,16504
2023,Q4,Month-3,Smartphone,Germany,25089
2023,Q4,Month-3,Smartphone,France,37487
2023,Q4,Month-3,Smartphone,Japan,1302
2023,Q4,Month-3,Tablet,USA,32463
2023,Q4,Month-3,Tablet,UK,45912
2023,Q4,Month-3,Tablet,Germany,30259
2023,Q4,Month-3,Tablet,France,43823
2023,Q4,Month-3,Tablet,Japan,38208
2023,Q4,Month-3,Headphones,USA,31659
2023,Q4,Month-3,Headphones,UK,36840
2023,Q4,Month-3,Headphones,Germany,32890
2023,Q4,Month-3,Headphones,France,14598
2023,Q4,Month-3,Headphones,Japan,48055
2023,Q4,Month-3,Smartwatch,USA,47733
2023,Q4,Month-3,Smartwatch,UK,20508
2023,Q4,Month-3,Smartwatch,Germany,43287
2023,Q4,Month-3,Smartwatch,France,14380
2023,Q4,Month-3,Smartwatch,Japan,27984
2023,Q4,Month-4,Laptop,USA,45633
2023,Q4,Month-4,Laptop,UK,9125
2023,Q4,Month-4,Laptop,Germany,37059
2023,Q4,Month-4,Laptop,France,5033
2023,Q4,Month-4,Laptop,Japan,38873
2023,Q4,Month-4,Smartphone,USA,18087
2023,Q4,Month-4,Smartphone,UK,41901
2023,Q4,Month-4,Smartphone,Germany,6704
2023,Q4,Month-4,Smartphone,France,8848
2023,Q4,Month-4,Smartphone,Japan,22592
2023,Q4,Month-4,Tablet,USA,46743
2023,Q4,Month-4,Tablet,UK,7924
2023,Q4,Month-4,Tablet,Germany,28208
2023,Q4,Month-4,Tablet,France,20614
2023,Q4,Month-4,Tablet,Japan,1488
2023,Q4,Month-4,Headphones,USA,40882
2023,Q4,Month-4,Headphones,UK,26923
2023,Q4,Month-4,Headphones,Germany,49508
2023,Q4,Month-4,Headphones,France,36941
2023,Q4,Month-4,Headphones,Japan,30165
2023,Q4,Month-4,Smartwatch,USA,2667
2023,Q4,Month-4,Smartwatch,UK,27213
2023,Q4,Month-4,Smartwatch,Germany,5114
2023,Q4,Month-4,Smartwatch,France,37321
2023,Q4,Month-4,Smartwatch,Japan,8761
2023,Q4,Month-5,Laptop,USA,32116
2023,Q4,Month-5,Laptop,UK,34768
2023,Q4,Month-5,Laptop,Germany,49406
2023,Q4,Month-5,Laptop,France,26426
2023,Q4,Month-5,Laptop,Japan,18772
2023,Q4,Month-5,Smartphone,USA,39218
2023,Q4,Month-5,Smartphone,UK,4712
2023,Q4,Month-5,Smartphone,Germany,2367
2023,Q4,Month-5,Smartphone,France,41957
2023,Q4,Month-5,Smartphone,Japan,42781
2023,Q4,Month-5,Tablet,USA,27200
2023,Q4,Month-5,Tablet,UK,4726
2023,Q4,Month-5,Tablet,Germany,24616
2023,Q4,Month-5,Tablet,France,28723
2023,Q4,Month-5,Tablet,Japan,38574
2023,Q4,Month-5,Headphones,USA,35958
2023,Q4,Month-5,Headphones,UK,10108
2023,Q4,Month-5,Headphones,Germany,13178
2023,Q4,Month-5,Headphones,France,36643
2023,Q4,Month-5,Headphones,Japan,32324
2023,Q4,Month-5,Smartwatch,USA,39360
2023,Q4,Month-5,Smartwatch,UK,18824
2023,Q4,Month-5,Smartwatch,Germany,46360
2023,Q4,Month-5,Smartwatch,France,9927
2023,Q4,Month-5,Smartwatch,Japan,29144
2023,Q4,Month-6,Laptop,USA,32010
2023,Q4,Month-6,Laptop,UK,23443
2023,Q4,Month-6,Laptop,Germany,15437
2023,Q4,Month-6,Laptop,France,45298
2023,Q4,Month-6,Laptop,Japan,40778
2023,Q4,Month-6,Smartphone,USA,12207
2023,Q4,Month-6,Smartphone,UK,26537
2023,Q4,Month-6,Smartphone,Germany,36757
2023,Q4,Month-6,Smartphone,France,13040
2023,Q4,Month-6,Smartphone,Japan,42986
2023,Q4,Month-6,Tablet,USA,23612
2023,Q4,Month-6,Tablet,UK,29441
2023,Q4,Month-6,Tablet,Germany,7471
2023,Q4,Month-6,Tablet,France,36631
2023,Q4,Month-6,Tablet,Japan,44461
2023,Q4,Month-6,Headphones,USA,27523
2023,Q4,Month-6,Headphones,UK,32348
2023,Q4,Month-6,Headphones,Germany,2177
2023,Q4,Month-6,Headphones,France,5760
2023,Q4,Month-6,Headphones,Japan,33779
2023,Q4,Month-6,Smartwatch,USA,22636
2023,Q4,Month-6,Smartwatch,UK,17353
2023,Q4,Month-6,Smartwatch,Germany,12556
2023,Q4,Month-6,Smartwatch,France,28598
2023,Q4,Month-6,Smartwatch,Japan,12563
2023,Q4,Month-7,Laptop,USA,47819
2023,Q4,Month-7,Laptop,UK,44790
2023,Q4,Month-7,Laptop,Germany,9234
2023,Q4,Month-7,Laptop,France,26519
2023,Q4,Month-7,Laptop,Japan,27966
2023,Q4,Month-7,Smartphone,USA,17173
2023,Q4,Month-7,Smartphone,UK,27987
2023,Q4,Month-7,Smartphone,Germany,14178
2023,Q4,Month-7,Smartphone,France,40338
2023,Q4,Month-7,Smartphone,Japan,25596
2023,Q4,Month-7,Tablet,USA,34174
2023,Q4,Month-7,Tablet,UK,42974
2023,Q4,Month-7,Tablet,Germany,5431
2023,Q4,Month-7,Tablet,France,28764
2023,Q4,Month-7,Tablet,Japan,22627
2023,Q4,Month-7,Headphones,USA,40310
2023,Q4,Month-7,Headphones,UK,9906
2023,Q4,Month-7,Headphones,Germany,37914
2023,Q4,Month-7,Headphones,France,45814
2023,Q4,Month-7,Headphones,Japan,46379
2023,Q4,Month-7,Smartwatch,USA,14076
2023,Q4,Month-7,Smartwatch,UK,38650
2023,Q4,Month-7,Smartwatch,Germany,47881
2023,Q4,Month-7,Smartwatch,France,47413
2023,Q4,Month-7,Smartwatch,Japan,7012
2023,Q4,Month-8,Laptop,USA,8151
2023,Q4,Month-8,Laptop,UK,29211
2023,Q4,Month-8,Laptop,Germany,28117
2023,Q4,Month-8,Laptop,France,37378
2023,Q4,Month-8,Laptop,Japan,43652
2023,Q4,Month-8,Smartphone,USA,7894
2023,Q4,Month-8,Smartphone,UK,14467
2023,Q4,Month-8,Smartphone,Germany,32010
2023,Q4,Month-8,Smartphone,France,43641
2023,Q4,Month-8,Smartphone,Japan,13289
2023,Q4,Month-8,Tablet,USA,45976
2023,Q4,Month-8,Tablet,UK,44596
2023,Q4,Month-8,Tablet,Germany,24171
2023,Q4,Month-8,Tablet,France,35905
2023,Q4,Month-8,Tablet,Japan,21829
2023,Q4,Month-8,Headphones,USA,35054
2023,Q4,Month-8,Headphones,UK,49478
2023,Q4,Month-8,Headphones,Germany,45139
2023,Q4,Month-8,Headphones,France,49713
2023,Q4,Month-8,Headphones,Japan,30734
2023,Q4,Month-8,Smartwatch,USA,8052
2023,Q4,Month-8,Smartwatch,UK,4654
2023,Q4,Month-8,Smartwatch,Germany,24486
2023,Q4,Month-8,Smartwatch,France,19743
2023,Q4,Month-8,Smartwatch,Japan,49368
2023,Q4,Month-9,Laptop,USA,25489
2023,Q4,Month-9,Laptop,UK,9636
2023,Q4,Month-9,Laptop,Germany,7441
2023,Q4,Month-9,Laptop,France,25611
2023,Q4,Month-9,Laptop,Japan,43435
2023,Q4,Month-9,Smartphone,USA,13149
2023,Q4,Month-9,Smartphone,UK,35566
2023,Q4,Month-9,Smartphone,Germany,43368
2023,Q4,Month-9,Smartphone,France,22675
2023,Q4,Month-9,Smartphone,Japan,6495
2023,Q4,Month-9,Tablet,USA,43668
2023,Q4,Month-9,Tablet,UK,14673
2023,Q4,Month-9,Tablet,Germany,12130
2023,Q4,Month-9,Tablet,France,23668
2023,Q4,Month-9,Tablet,Japan,16222
2023,Q4,Month-9,Headphones,USA,24669
2023,Q4,Month-9,Headphones,UK,35068
2023,Q4,Month-9,Headphones,Germany,24253
2023,Q4,Month-9,Headphones,France,10435
2023,Q4,Month-9,Headphones,Japan,29552
2023,Q4,Month-9,Smartwatch,USA,38384
2023,Q4,Month-9,Smartwatch,UK,17393
2023,Q4,Month-9,Smartwatch,Germany,11617
2023,Q4,Month-9,Smartwatch,France,39520
2023,Q4,Month-9,Smartwatch,Japan,10852
2023,Q4,Month-10,Laptop,USA,32401
2023,Q4,Month-10,Laptop,UK,7295
2023,Q4,Month-10,Laptop,Germany,36993
2023,Q4,Month-10,Laptop,France,35084
2023,Q4,Month-10,Laptop,Japan,46105
2023,Q4,Month-10,Smartphone,USA,40575
2023,Q4,Month-10,Smartphone,UK,37451
2023,Q4,Month-10,Smartphone,Germany,8227
2023,Q4,Month-10,Smartphone,France,32910
2023,Q4,Month-10,Smartphone,Japan,37041
2023,Q4,Month-10,Tablet,USA,24384
2023,Q4,Month-10,Tablet,UK,1145
2023,Q4,Month-10,Tablet,Germany,38778
2023,Q4,Month-10,Tablet,France,17035
2023,Q4,Month-10,Tablet,Japan,4040
2023,Q4,Month-10,Headphones,USA,43422
2023,Q4,Month-10,Headphones,UK,27160
2023,Q4,Month-10,Headphones,Germany,18633
2023,Q4,Month-10,Headphones,France,30344
2023,Q4,Month-10,Headphones,Japan,18014
2023,Q4,Month-10,Smartwatch,USA,15996
2023,Q4,Month-10,Smartwatch,UK,42621
