,order_id,shop_guid,app_source,order_time,distance_km,prep_time_sec,traffic_sec,rain_flag,queue_size,prep_ahead_sec,eta_actual_min
726,ORD10726,SHOP_D,GrabFood,2025-04-27 10:01:00,1.41,1195,441,0,1,1144,49.3
421,ORD10421,SHOP_D,GrabFood,2025-04-27 10:02:00,2.24,835,1655,0,2,2339,86.3
543,ORD10543,SHOP_D,Robinhood,2025-04-27 10:02:00,6.66,396,1284,1,3,3174,79.7
7,ORD10007,SHOP_D,GrabFood,2025-04-27 10:03:00,7.23,929,258,0,4,3570,80.7
408,ORD10408,SHOP_D,Robinhood,2025-04-27 10:03:00,5.06,979,905,0,5,4499,111.3
681,ORD10681,SHOP_D,LINE_MAN,2025-04-27 10:03:00,6.76,319,1592,0,6,5478,125.6
934,ORD10934,SHOP_D,Robinhood,2025-04-27 10:04:00,2.11,256,1591,1,7,5797,122.1
538,ORD10538,SHOP_D,GrabFood,2025-04-27 10:05:00,2.95,1170,1222,0,8,6053,140.0
956,ORD10956,SHOP_D,LINE_MAN,2025-04-27 10:05:00,7.75,581,1178,0,9,7223,151.9
228,ORD10228,SHOP_D,ShopeeFood,2025-04-27 10:06:00,5.55,977,331,0,10,7804,152.3
512,ORD10512,SHOP_D,GrabFood,2025-04-27 10:06:00,4.94,428,541,0,11,8781,164.7
121,ORD10121,SHOP_D,LINE_MAN,2025-04-27 10:07:00,6.0,755,377,0,12,9209,172.4
431,ORD10431,SHOP_D,LINE_MAN,2025-04-27 10:07:00,3.7,1155,449,0,13,9964,193.0
819,ORD10819,SHOP_D,GrabFood,2025-04-27 10:07:00,3.97,989,1420,1,14,11119,226.8
47,ORD10047,SHOP_D,Robinhood,2025-04-27 10:08:00,2.43,271,417,0,15,12108,212.3
488,ORD10488,SHOP_D,Robinhood,2025-04-27 10:08:00,3.12,550,865,1,16,12379,229.3
332,ORD10332,SHOP_D,Robinhood,2025-04-27 10:11:00,4.99,811,1273,0,17,12929,250.8
331,ORD10331,SHOP_D,ShopeeFood,2025-04-27 10:15:00,7.85,936,1273,0,18,13740,264.3
245,ORD10245,SHOP_D,GrabFood,2025-04-27 10:17:00,0.91,827,438,0,19,14676,262.6
264,ORD10264,SHOP_D,Robinhood,2025-04-27 10:17:00,7.79,1164,1798,0,20,15503,307.4
602,ORD10602,SHOP_D,Robinhood,2025-04-27 10:19:00,5.78,834,678,0,21,16667,300.8
149,ORD10149,SHOP_D,ShopeeFood,2025-04-27 10:20:00,1.72,1143,1144,0,22,17501,326.5
31,ORD10031,SHOP_D,LINE_MAN,2025-04-27 10:22:00,5.47,512,599,0,23,18644,331.9
739,ORD10739,SHOP_D,LINE_MAN,2025-04-27 10:22:00,6.5,460,1603,0,24,19156,351.1
151,ORD10151,SHOP_D,GrabFood,2025-04-27 10:24:00,6.76,439,373,1,25,19616,342.8
395,ORD10395,SHOP_D,ShopeeFood,2025-04-27 10:24:00,4.23,1109,1297,0,26,20055,373.8
160,ORD10160,SHOP_D,GrabFood,2025-04-27 10:25:00,5.78,1134,1754,0,27,21164,400.9
315,ORD10315,SHOP_D,ShopeeFood,2025-04-27 10:25:00,5.18,484,671,0,28,22298,393.7
938,ORD10938,SHOP_D,ShopeeFood,2025-04-27 10:25:00,7.31,535,1643,1,29,22782,412.4
238,ORD10238,SHOP_D,LINE_MAN,2025-04-27 10:26:00,3.95,535,1325,1,30,23317,418.8
140,ORD10140,SHOP_D,GrabFood,2025-04-27 10:28:00,5.19,486,332,0,31,23852,414.7
847,ORD10847,SHOP_D,ShopeeFood,2025-04-27 10:28:00,7.23,639,1486,0,32,24338,442.9
25,ORD10025,SHOP_D,LINE_MAN,2025-04-27 10:29:00,0.79,643,801,0,33,24977,441.5
916,ORD10916,SHOP_D,LINE_MAN,2025-04-27 10:29:00,7.33,326,1413,0,34,25620,451.7
272,ORD10272,SHOP_D,ShopeeFood,2025-04-27 10:30:00,0.89,896,1382,0,35,25946,461.6
864,ORD10864,SHOP_D,LINE_MAN,2025-04-27 10:30:00,3.87,293,1486,1,36,26842,475.2
244,ORD10244,SHOP_D,LINE_MAN,2025-04-27 10:31:00,7.5,627,373,0,37,27135,468.1
725,ORD10725,SHOP_D,Robinhood,2025-04-27 10:31:00,5.45,822,416,0,38,27762,485.9
485,ORD10485,SHOP_D,Robinhood,2025-04-27 10:33:00,4.4,384,1633,0,39,28584,510.0
558,ORD10558,SHOP_D,GrabFood,2025-04-27 10:33:00,3.45,619,502,0,40,28968,508.6
166,ORD10166,SHOP_D,LINE_MAN,2025-04-27 10:38:00,5.48,519,729,0,41,29587,518.0
442,ORD10442,SHOP_D,Robinhood,2025-04-27 10:39:00,0.73,665,616,1,42,30106,526.4
836,ORD10836,SHOP_D,GrabFood,2025-04-27 10:39:00,1.53,1020,1677,0,43,30771,557.2
321,ORD10321,SHOP_D,LINE_MAN,2025-04-27 10:40:00,2.38,1158,825,0,44,31791,562.7
378,ORD10378,SHOP_D,GrabFood,2025-04-27 10:40:00,6.93,1049,409,1,45,32949,569.1
684,ORD10684,SHOP_D,GrabFood,2025-04-27 10:40:00,5.06,608,542,0,46,33998,584.0
18,ORD10018,SHOP_D,ShopeeFood,2025-04-27 10:41:00,3.36,1107,437,0,47,34606,604.8
410,ORD10410,SHOP_D,ShopeeFood,2025-04-27 10:41:00,4.92,520,965,1,48,35713,618.4
613,ORD10613,SHOP_D,ShopeeFood,2025-04-27 10:43:00,5.26,474,1736,1,49,36233,639.8
952,ORD10952,SHOP_D,Robinhood,2025-04-27 10:43:00,2.42,920,831,0,50,36707,636.3
736,ORD10736,SHOP_D,ShopeeFood,2025-04-27 10:44:00,2.3,871,1349,0,51,37627,664.8
282,ORD10282,SHOP_D,LINE_MAN,2025-04-27 10:46:00,6.17,469,477,1,52,38498,659.5
62,ORD10062,SHOP_D,Robinhood,2025-04-27 10:47:00,4.9,734,539,0,53,38967,662.5
794,ORD10794,SHOP_D,LINE_MAN,2025-04-27 10:48:00,5.45,759,229,0,54,39701,680.5
304,ORD10304,SHOP_D,GrabFood,2025-04-27 10:49:00,7.28,586,1729,0,55,40460,707.8
348,ORD10348,SHOP_D,GrabFood,2025-04-27 10:49:00,2.61,1042,375,0,56,41046,706.6
418,ORD10418,SHOP_D,GrabFood,2025-04-27 10:50:00,1.23,469,1770,1,57,42088,737.8
814,ORD10814,SHOP_D,Robinhood,2025-04-27 10:52:00,2.72,1135,1714,0,58,42557,753.2
985,ORD10985,SHOP_D,GrabFood,2025-04-27 10:54:00,2.78,319,1615,0,59,43692,760.6
496,ORD10496,SHOP_D,ShopeeFood,2025-04-27 10:55:00,7.64,900,736,0,60,44011,758.4
588,ORD10588,SHOP_D,Robinhood,2025-04-27 10:56:00,5.74,342,1751,0,61,44911,783.6
643,ORD10643,SHOP_D,ShopeeFood,2025-04-27 10:57:00,5.4,555,270,0,62,45253,764.8
823,ORD10823,SHOP_D,Robinhood,2025-04-27 10:57:00,2.33,1101,1728,0,63,45808,811.0
724,ORD10724,SHOP_D,LINE_MAN,2025-04-27 10:58:00,2.87,687,1542,1,64,46909,817.3
830,ORD10830,SHOP_D,ShopeeFood,2025-04-27 10:59:00,6.07,1074,902,0,65,47596,823.4
883,ORD10883,SHOP_D,GrabFood,2025-04-27 10:59:00,4.63,1015,712,1,66,48670,841.1
297,ORD10297,SHOP_D,LINE_MAN,2025-04-27 11:00:00,3.14,482,1298,1,67,49685,854.7
298,ORD10298,SHOP_D,GrabFood,2025-04-27 11:01:00,3.23,718,1213,0,68,50167,872.4
867,ORD10867,SHOP_D,ShopeeFood,2025-04-27 11:01:00,2.43,760,973,0,69,50885,879.2
909,ORD10909,SHOP_D,LINE_MAN,2025-04-27 11:01:00,0.56,989,973,0,70,51645,900.3
194,ORD10194,SHOP_D,Robinhood,2025-04-27 11:06:00,3.27,1162,1724,0,71,52634,928.7
177,ORD10177,SHOP_D,Robinhood,2025-04-27 11:10:00,7.65,1060,1655,0,72,53796,941.9
850,ORD10850,SHOP_D,LINE_MAN,2025-04-27 11:10:00,5.3,1076,609,0,73,54856,943.6
265,ORD10265,SHOP_D,ShopeeFood,2025-04-27 11:11:00,7.81,369,765,0,74,55932,945.3
98,ORD10098,SHOP_D,Robinhood,2025-04-27 11:12:00,4.29,312,1004,1,75,56301,954.9
751,ORD10751,SHOP_D,ShopeeFood,2025-04-27 11:13:00,2.28,837,345,1,76,56613,961.2
817,ORD10817,SHOP_D,Robinhood,2025-04-27 11:13:00,4.83,369,1152,0,77,57450,986.3
132,ORD10132,SHOP_D,LINE_MAN,2025-04-27 11:15:00,3.21,405,1196,0,78,57819,987.1
968,ORD10968,SHOP_D,Robinhood,2025-04-27 11:15:00,0.93,718,1435,0,79,58224,1011.4
775,ORD10775,SHOP_D,GrabFood,2025-04-27 11:17:00,3.08,338,1446,0,80,58942,1013.9
351,ORD10351,SHOP_D,LINE_MAN,2025-04-27 11:18:00,1.72,402,1763,1,81,59280,1025.3
787,ORD10787,SHOP_D,GrabFood,2025-04-27 11:18:00,7.77,874,212,0,82,59682,1012.8
102,ORD10102,SHOP_D,Robinhood,2025-04-27 11:24:00,5.53,844,1405,1,83,60556,1046.7
306,ORD10306,SHOP_D,LINE_MAN,2025-04-27 11:25:00,5.0,1140,1316,1,84,61400,1065.9
654,ORD10654,SHOP_D,LINE_MAN,2025-04-27 11:25:00,4.23,1175,1795,1,85,62540,1094.9
856,ORD10856,SHOP_D,GrabFood,2025-04-27 11:26:00,3.44,823,1581,0,86,63715,1105.4
707,ORD10707,SHOP_D,Robinhood,2025-04-27 11:27:00,6.95,1006,329,1,87,64538,1098.4
158,ORD10158,SHOP_D,LINE_MAN,2025-04-27 11:28:00,5.93,884,1019,1,88,65544,1128.6
237,ORD10237,SHOP_D,Robinhood,2025-04-27 11:29:00,4.78,865,640,0,89,66428,1136.8
572,ORD10572,SHOP_D,LINE_MAN,2025-04-27 11:30:00,7.06,629,766,0,90,67293,1142.8
870,ORD10870,SHOP_D,GrabFood,2025-04-27 11:30:00,4.75,1024,596,0,91,67922,1164.3
694,ORD10694,SHOP_D,ShopeeFood,2025-04-27 11:32:00,5.74,900,1363,0,92,68946,1183.1
541,ORD10541,SHOP_D,ShopeeFood,2025-04-27 11:34:00,2.77,431,206,1,93,69846,1172.2
631,ORD10631,SHOP_D,Robinhood,2025-04-27 11:40:00,4.23,387,1575,0,94,70277,1205.8
713,ORD10713,SHOP_D,LINE_MAN,2025-04-27 11:40:00,1.96,521,368,0,95,70664,1193.2
958,ORD10958,SHOP_D,ShopeeFood,2025-04-27 11:41:00,7.3,662,1350,0,96,71185,1228.3
508,ORD10508,SHOP_D,Robinhood,2025-04-27 11:43:00,6.83,980,957,0,97,71847,1231.7
585,ORD10585,SHOP_D,Robinhood,2025-04-27 11:43:00,6.04,986,521,0,98,72827,1236.0
78,ORD10078,SHOP_D,LINE_MAN,2025-04-27 11:48:00,4.11,982,1170,1,99,73813,1271.2
480,ORD10480,SHOP_D,Robinhood,2025-04-27 11:48:00,1.97,518,714,0,100,74795,1269.2
954,ORD10954,SHOP_D,LINE_MAN,2025-04-27 11:50:00,1.32,1125,1177,0,101,75313,1286.1
479,ORD10479,SHOP_D,GrabFood,2025-04-27 11:51:00,2.38,1199,823,1,102,76438,1310.7
197,ORD10197,SHOP_D,Robinhood,2025-04-27 11:52:00,3.6,394,1490,0,103,77637,1329.3
403,ORD10403,SHOP_D,LINE_MAN,2025-04-27 11:52:00,3.02,662,869,1,104,78031,1325.2
435,ORD10435,SHOP_D,ShopeeFood,2025-04-27 11:52:00,4.88,470,1486,0,105,78693,1343.5
324,ORD10324,SHOP_D,Robinhood,2025-04-27 11:53:00,3.67,416,653,0,106,79163,1332.8
441,ORD10441,SHOP_D,GrabFood,2025-04-27 11:53:00,5.53,614,1045,0,107,79579,1355.4
566,ORD10566,SHOP_D,GrabFood,2025-04-27 11:53:00,0.66,669,854,0,108,80193,1364.9
489,ORD10489,SHOP_D,LINE_MAN,2025-04-27 11:54:00,2.87,642,1111,1,109,80862,1381.4
550,ORD10550,SHOP_D,Robinhood,2025-04-27 11:54:00,2.66,399,1282,0,110,81504,1386.0
663,ORD10663,SHOP_D,ShopeeFood,2025-04-27 11:55:00,5.68,462,1248,0,111,81903,1395.0
853,ORD10853,SHOP_D,Robinhood,2025-04-27 11:57:00,2.68,1097,732,0,112,82365,1399.2
103,ORD10103,SHOP_D,LINE_MAN,2025-04-27 11:58:00,5.82,1151,503,0,113,83462,1415.8
127,ORD10127,SHOP_D,ShopeeFood,2025-04-27 11:58:00,4.82,866,1240,0,114,84613,1447.5
246,ORD10246,SHOP_D,LINE_MAN,2025-04-27 11:59:00,5.54,541,1513,0,115,85479,1456.0
605,ORD10605,SHOP_D,Robinhood,2025-04-27 12:02:00,7.91,867,455,0,116,86020,1459.9
657,ORD10657,SHOP_D,LINE_MAN,2025-04-27 12:02:00,6.23,1063,1333,0,117,86887,1482.0
225,ORD10225,SHOP_D,Robinhood,2025-04-27 12:03:00,4.97,352,929,0,118,87950,1484.1
949,ORD10949,SHOP_D,ShopeeFood,2025-04-27 12:03:00,6.08,557,1527,0,119,88302,1504.8
88,ORD10088,SHOP_D,Robinhood,2025-04-27 12:04:00,6.11,623,576,1,120,88859,1505.0
39,ORD10039,SHOP_D,LINE_MAN,2025-04-27 12:05:00,3.33,734,430,1,121,89482,1512.0
636,ORD10636,SHOP_D,ShopeeFood,2025-04-27 12:07:00,5.37,766,447,1,122,90216,1521.5
667,ORD10667,SHOP_D,Robinhood,2025-04-27 12:07:00,7.45,1196,1553,0,123,90982,1562.0
690,ORD10690,SHOP_D,LINE_MAN,2025-04-27 12:07:00,3.39,554,626,0,124,92178,1555.5
330,ORD10330,SHOP_D,ShopeeFood,2025-04-27 12:08:00,2.46,468,1360,0,125,92732,1573.4
978,ORD10978,SHOP_D,ShopeeFood,2025-04-27 12:08:00,7.45,1148,1111,0,126,93200,1587.4
434,ORD10434,SHOP_D,LINE_MAN,2025-04-27 12:09:00,3.55,509,1294,0,127,94348,1595.7
382,ORD10382,SHOP_D,LINE_MAN,2025-04-27 12:10:00,6.96,890,497,0,128,94857,1608.1
516,ORD10516,SHOP_D,LINE_MAN,2025-04-27 12:11:00,6.12,659,1427,0,129,95747,1626.4
355,ORD10355,SHOP_D,Robinhood,2025-04-27 12:13:00,3.48,674,1425,1,130,96406,1633.9
749,ORD10749,SHOP_D,ShopeeFood,2025-04-27 12:13:00,2.63,479,951,0,131,97080,1644.0
876,ORD10876,SHOP_D,ShopeeFood,2025-04-27 12:14:00,4.68,997,1139,0,132,97559,1663.2
329,ORD10329,SHOP_D,LINE_MAN,2025-04-27 12:15:00,5.08,529,220,1,133,98556,1653.4
824,ORD10824,SHOP_D,ShopeeFood,2025-04-27 12:16:00,7.54,1195,1120,0,134,99085,1687.1
591,ORD10591,SHOP_D,LINE_MAN,2025-04-27 12:19:00,5.54,476,1558,0,135,100280,1708.0
274,ORD10274,SHOP_D,ShopeeFood,2025-04-27 12:20:00,5.37,300,852,0,136,100756,1698.5
374,ORD10374,SHOP_D,ShopeeFood,2025-04-27 12:20:00,7.67,1077,1138,0,137,101056,1729.5
983,ORD10983,SHOP_D,GrabFood,2025-04-27 12:23:00,5.87,498,1536,0,138,102133,1734.4
455,ORD10455,SHOP_D,LINE_MAN,2025-04-27 12:25:00,1.87,719,652,1,139,102631,1735.3
528,ORD10528,SHOP_D,Robinhood,2025-04-27 12:27:00,3.64,563,1430,0,140,103350,1756.4
556,ORD10556,SHOP_D,ShopeeFood,2025-04-27 12:27:00,4.01,843,945,0,141,103913,1762.9
893,ORD10893,SHOP_D,Robinhood,2025-04-27 12:27:00,6.93,685,350,1,142,104756,1762.0
400,ORD10400,SHOP_D,LINE_MAN,2025-04-27 12:29:00,5.12,248,1689,0,143,105441,1791.7
30,ORD10030,SHOP_D,LINE_MAN,2025-04-27 12:30:00,0.53,1017,843,0,144,105689,1794.0
467,ORD10467,SHOP_D,ShopeeFood,2025-04-27 12:33:00,0.64,570,1076,0,145,106706,1804.4
666,ORD10666,SHOP_D,LINE_MAN,2025-04-27 12:34:00,6.37,708,1522,0,146,107276,1824.0
716,ORD10716,SHOP_D,LINE_MAN,2025-04-27 12:34:00,2.87,909,1211,0,147,107984,1834.5
67,ORD10067,SHOP_D,LINE_MAN,2025-04-27 12:36:00,4.71,1112,1318,1,148,108893,1853.9
771,ORD10771,SHOP_D,GrabFood,2025-04-27 12:36:00,5.32,1113,1347,0,149,110005,1874.4
557,ORD10557,SHOP_D,Robinhood,2025-04-27 12:37:00,6.02,436,1020,0,150,111118,1877.3
628,ORD10628,SHOP_D,LINE_MAN,2025-04-27 12:38:00,1.33,654,1382,0,151,111554,1896.5
951,ORD10951,SHOP_D,Robinhood,2025-04-27 12:38:00,3.52,861,1320,1,152,112208,1902.0
388,ORD10388,SHOP_D,Robinhood,2025-04-27 12:39:00,4.76,662,618,0,153,113069,1904.4
492,ORD10492,SHOP_D,GrabFood,2025-04-27 12:39:00,1.74,383,1755,0,154,113731,1928.8
618,ORD10618,SHOP_D,LINE_MAN,2025-04-27 12:39:00,6.23,531,1081,0,155,114114,1923.5
765,ORD10765,SHOP_D,GrabFood,2025-04-27 12:40:00,6.78,825,1442,0,156,114645,1946.8
500,ORD10500,SHOP_D,LINE_MAN,2025-04-27 12:41:00,7.62,859,1217,0,157,115470,1959.9
161,ORD10161,SHOP_D,LINE_MAN,2025-04-27 12:42:00,3.43,1133,1728,0,158,116329,1983.8
183,ORD10183,SHOP_D,Robinhood,2025-04-27 12:43:00,3.33,273,840,1,159,117462,1974.4
241,ORD10241,SHOP_D,LINE_MAN,2025-04-27 12:43:00,6.44,1020,472,0,160,117735,1993.3
709,ORD10709,SHOP_D,Robinhood,2025-04-27 12:43:00,2.34,1070,358,0,161,118755,2004.9
55,ORD10055,SHOP_D,Robinhood,2025-04-27 12:44:00,4.99,966,431,1,162,119825,2025.6
122,ORD10122,SHOP_D,Robinhood,2025-04-27 12:44:00,0.53,920,844,0,163,120791,2040.7
123,ORD10123,SHOP_D,ShopeeFood,2025-04-27 12:45:00,4.1,240,1218,0,164,121711,2056.1
367,ORD10367,SHOP_D,GrabFood,2025-04-27 12:45:00,5.99,1044,1619,0,165,121951,2080.8
594,ORD10594,SHOP_D,LINE_MAN,2025-04-27 12:47:00,7.79,834,1506,0,166,122995,2090.0
136,ORD10136,SHOP_D,GrabFood,2025-04-27 12:48:00,0.69,663,208,0,167,123829,2079.7
349,ORD10349,SHOP_D,GrabFood,2025-04-27 12:48:00,6.93,903,1144,0,168,124492,2111.7
358,ORD10358,SHOP_D,LINE_MAN,2025-04-27 12:48:00,1.14,402,1363,0,169,125395,2122.7
448,ORD10448,SHOP_D,Robinhood,2025-04-27 12:48:00,7.59,949,789,0,170,125797,2128.4
139,ORD10139,SHOP_D,LINE_MAN,2025-04-27 12:49:00,6.77,548,469,1,171,126746,2129.5
6,ORD10006,SHOP_D,ShopeeFood,2025-04-27 12:50:00,4.5,793,1501,0,172,127294,2155.8
719,ORD10719,SHOP_D,Robinhood,2025-04-27 12:50:00,1.9,1028,700,0,173,128087,2158.5
92,ORD10092,SHOP_D,LINE_MAN,2025-04-27 12:51:00,3.85,913,1298,0,174,129115,2189.8
106,ORD10106,SHOP_D,Robinhood,2025-04-27 12:51:00,2.72,290,241,0,175,130028,2179.6
527,ORD10527,SHOP_D,ShopeeFood,2025-04-27 12:52:00,3.72,1120,396,1,176,130318,2202.4
786,ORD10786,SHOP_D,LINE_MAN,2025-04-27 12:52:00,1.04,360,1640,0,177,131438,2224.1
611,ORD10611,SHOP_D,Robinhood,2025-04-27 12:53:00,2.8,538,217,0,178,131798,2214.9
76,ORD10076,SHOP_D,LINE_MAN,2025-04-27 12:55:00,1.33,286,1589,0,179,132336,2235.9
475,ORD10475,SHOP_D,Robinhood,2025-04-27 12:55:00,5.64,491,608,1,180,132622,2232.5
627,ORD10627,SHOP_D,LINE_MAN,2025-04-27 12:57:00,0.71,1064,1576,0,181,133113,2265.0
923,ORD10923,SHOP_D,LINE_MAN,2025-04-27 12:57:00,0.81,246,742,0,182,134177,2257.1
363,ORD10363,SHOP_D,LINE_MAN,2025-04-27 13:00:00,6.32,423,252,1,183,134423,2249.1
168,ORD10168,SHOP_D,GrabFood,2025-04-27 13:04:00,6.94,325,810,1,184,134846,2265.6
171,ORD10171,SHOP_D,Robinhood,2025-04-27 13:04:00,0.88,997,1019,1,185,135171,2289.1
589,ORD10589,SHOP_D,ShopeeFood,2025-04-27 13:04:00,2.37,282,1745,0,186,136168,2307.4
202,ORD10202,SHOP_D,Robinhood,2025-04-27 13:05:00,4.94,1039,1409,1,187,136450,2313.8
818,ORD10818,SHOP_D,ShopeeFood,2025-04-27 13:06:00,6.36,1040,633,0,188,137489,2319.5
20,ORD10020,SHOP_D,LINE_MAN,2025-04-27 13:07:00,4.47,1132,1151,0,189,138529,2345.8
446,ORD10446,SHOP_D,GrabFood,2025-04-27 13:08:00,1.39,1043,805,0,190,139661,2361.2
797,ORD10797,SHOP_D,GrabFood,2025-04-27 13:08:00,4.41,382,629,0,191,140704,2361.3
144,ORD10144,SHOP_D,ShopeeFood,2025-04-27 13:09:00,0.64,1059,1426,0,192,141086,2395.1
744,ORD10744,SHOP_D,ShopeeFood,2025-04-27 13:09:00,5.07,835,751,0,193,142145,2398.9
791,ORD10791,SHOP_D,ShopeeFood,2025-04-27 13:09:00,7.95,406,1576,0,194,142980,2416.0
640,ORD10640,SHOP_D,LINE_MAN,2025-04-27 13:10:00,1.14,954,227,1,195,143386,2406.5
53,ORD10053,SHOP_D,Robinhood,2025-04-27 13:11:00,6.46,702,859,0,196,144340,2431.3
688,ORD10688,SHOP_D,LINE_MAN,2025-04-27 13:11:00,3.49,656,1530,1,197,145042,2460.6
821,ORD10821,SHOP_D,Robinhood,2025-04-27 13:11:00,2.23,827,1698,0,198,145698,2473.3
212,ORD10212,SHOP_D,LINE_MAN,2025-04-27 13:12:00,6.79,340,702,0,199,146525,2463.4
227,ORD10227,SHOP_D,ShopeeFood,2025-04-27 13:12:00,3.31,1014,858,0,200,146865,2481.8
350,ORD10350,SHOP_D,LINE_MAN,2025-04-27 13:12:00,1.73,337,364,0,201,147879,2474.9
214,ORD10214,SHOP_D,ShopeeFood,2025-04-27 13:13:00,0.9,333,1675,0,202,148216,2502.8
660,ORD10660,SHOP_D,Robinhood,2025-04-27 13:13:00,6.8,927,972,0,203,148549,2508.2
662,ORD10662,SHOP_D,LINE_MAN,2025-04-27 13:13:00,1.02,439,1056,1,204,149476,2516.4
970,ORD10970,SHOP_D,ShopeeFood,2025-04-27 13:14:00,7.84,1098,578,0,205,149915,2532.3
191,ORD10191,SHOP_D,ShopeeFood,2025-04-27 13:18:00,5.83,1176,1718,0,206,151013,2565.1
562,ORD10562,SHOP_D,Robinhood,2025-04-27 13:19:00,7.16,537,409,0,207,152189,2549.5
172,ORD10172,SHOP_D,Robinhood,2025-04-27 13:20:00,2.54,780,1684,1,208,152726,2590.0
507,ORD10507,SHOP_D,ShopeeFood,2025-04-27 13:20:00,4.5,1164,321,0,209,153506,2583.5
955,ORD10955,SHOP_D,Robinhood,2025-04-27 13:23:00,0.93,372,1069,0,210,154670,2600.4
209,ORD10209,SHOP_D,LINE_MAN,2025-04-27 13:25:00,6.14,1080,660,0,211,155042,2614.5
552,ORD10552,SHOP_D,Robinhood,2025-04-27 13:25:00,4.65,312,696,1,212,156122,2617.5
781,ORD10781,SHOP_D,LINE_MAN,2025-04-27 13:25:00,3.04,1198,1435,0,213,156434,2651.7
595,ORD10595,SHOP_D,Robinhood,2025-04-27 13:31:00,7.74,930,1745,1,214,157632,2672.0
798,ORD10798,SHOP_D,LINE_MAN,2025-04-27 13:31:00,4.87,876,1526,1,215,158562,2687.4
37,ORD10037,SHOP_D,ShopeeFood,2025-04-27 13:34:00,6.89,1195,1751,1,216,159438,2701.8
399,ORD10399,SHOP_D,LINE_MAN,2025-04-27 13:34:00,5.96,765,1294,0,217,160633,2709.0
629,ORD10629,SHOP_D,Robinhood,2025-04-27 13:34:00,5.74,1007,700,0,218,161398,2719.0
186,ORD10186,SHOP_D,ShopeeFood,2025-04-27 13:36:00,7.11,625,1298,0,219,162405,2741.2
461,ORD10461,SHOP_D,LINE_MAN,2025-04-27 13:36:00,4.03,725,1338,0,220,163030,2755.0
661,ORD10661,SHOP_D,LINE_MAN,2025-04-27 13:36:00,6.46,751,860,0,221,163755,2754.5
491,ORD10491,SHOP_D,LINE_MAN,2025-04-27 13:37:00,4.88,288,1621,1,222,164506,2777.7
759,ORD10759,SHOP_D,LINE_MAN,2025-04-27 13:37:00,0.78,751,556,0,223,164794,2764.0
835,ORD10835,SHOP_D,LINE_MAN,2025-04-27 13:38:00,1.92,240,1179,1,224,165545,2782.7
888,ORD10888,SHOP_D,GrabFood,2025-04-27 13:38:00,1.87,967,1760,0,225,165785,2810.3
295,ORD10295,SHOP_D,Robinhood,2025-04-27 13:39:00,0.72,1188,1245,1,226,166752,2820.0
919,ORD10919,SHOP_D,ShopeeFood,2025-04-27 13:39:00,1.49,1078,1102,0,227,167940,2830.8
72,ORD10072,SHOP_D,LINE_MAN,2025-04-27 13:41:00,1.74,454,522,0,228,169018,2836.0
393,ORD10393,SHOP_D,LINE_MAN,2025-04-27 13:42:00,1.85,1033,1348,0,229,169472,2864.5
808,ORD10808,SHOP_D,GrabFood,2025-04-27 13:44:00,2.82,995,428,0,230,170505,2868.7
423,ORD10423,SHOP_D,ShopeeFood,2025-04-27 13:45:00,3.11,1000,469,0,231,171500,2881.4
490,ORD10490,SHOP_D,ShopeeFood,2025-04-27 13:45:00,1.33,586,1683,0,232,172500,2914.4
728,ORD10728,SHOP_D,GrabFood,2025-04-27 13:45:00,1.48,569,1406,1,233,173086,2915.2
948,ORD10948,SHOP_D,LINE_MAN,2025-04-27 13:46:00,5.52,759,1695,1,234,173655,2937.5
199,ORD10199,SHOP_D,ShopeeFood,2025-04-27 13:47:00,1.29,436,680,0,235,174414,2928.9
625,ORD10625,SHOP_D,ShopeeFood,2025-04-27 13:47:00,5.72,377,1423,0,236,174850,2940.6
569,ORD10569,SHOP_D,GrabFood,2025-04-27 13:50:00,3.84,264,533,0,237,175227,2931.4
48,ORD10048,SHOP_D,Robinhood,2025-04-27 13:51:00,0.99,604,634,1,238,175491,2946.4
271,ORD10271,SHOP_D,LINE_MAN,2025-04-27 13:51:00,5.64,486,718,0,239,176095,2957.5
494,ORD10494,SHOP_D,GrabFood,2025-04-27 13:51:00,7.12,398,1375,0,240,176581,2977.8
99,ORD10099,SHOP_D,LINE_MAN,2025-04-27 13:53:00,4.28,1052,1380,0,241,176979,2990.9
865,ORD10865,SHOP_D,GrabFood,2025-04-27 13:53:00,0.78,578,1296,0,242,178031,2997.9
465,ORD10465,SHOP_D,GrabFood,2025-04-27 13:55:00,2.7,1086,500,1,243,178609,3003.9
906,ORD10906,SHOP_D,GrabFood,2025-04-27 13:55:00,2.05,310,1226,0,244,179695,3014.4
101,ORD10101,SHOP_D,LINE_MAN,2025-04-27 13:56:00,4.77,1132,1193,1,245,180005,3037.4
462,ORD10462,SHOP_D,GrabFood,2025-04-27 13:56:00,6.75,1157,571,0,246,181137,3052.4
732,ORD10732,SHOP_D,Robinhood,2025-04-27 13:56:00,6.99,971,391,0,247,182294,3062.7
184,ORD10184,SHOP_D,ShopeeFood,2025-04-27 13:57:00,4.52,346,477,0,248,183265,3070.2
846,ORD10846,SHOP_D,Robinhood,2025-04-27 13:58:00,3.3,583,802,0,249,183611,3079.4
